func,type,layers,neurons,iteration,epoc,loss,forward_cpu,forward_time,back_cpu,back_time,adam_cpu,adam_time
tanh,Single-threaded,3,256,0,0,4.741350,0.749181,0.749465,0.640989,0.641421,0.019124,0.019127
tanh,Single-threaded,3,256,100,0,3.753458,23.924079,23.933682,66.207064,66.252203,3.038397,3.038836
tanh,Single-threaded,3,256,200,0,3.241157,46.720737,46.739516,128.864062,128.950564,6.022460,6.023289
tanh,Single-threaded,3,256,300,0,2.915114,69.189519,69.217096,188.734292,188.860409,8.961610,8.962871
tanh,Single-threaded,3,256,400,0,2.693618,84.396182,84.429923,227.223161,227.367441,10.724696,10.726240
tanh,Single-threaded,3,256,500,0,2.578423,99.638705,99.678603,266.316663,266.479489,12.494521,12.496334
tanh,Single-threaded,3,256,600,0,2.480641,115.391029,115.437485,307.711323,307.894828,14.390779,14.392867
tanh,Single-threaded,3,256,700,0,2.393755,131.383759,131.437200,349.861500,350.065806,16.381261,16.383645
tanh,Single-threaded,3,256,800,0,2.390196,147.971064,148.031728,393.602427,393.829576,18.493467,18.496106
tanh,Single-threaded,3,256,900,0,2.293012,165.187843,165.256022,438.974421,439.227228,20.650076,20.653005
tanh,Single-threaded,3,256,1000,0,2.260747,183.218271,183.294305,486.179909,486.459091,23.080650,23.083919
tanh,Single-threaded,4,16,0,0,4.520513,0.003646,0.003698,0.000950,0.000974,0.000075,0.000075
tanh,Single-threaded,4,16,100,0,4.295633,0.127472,0.129215,0.098635,0.100854,0.010141,0.010175
tanh,Single-threaded,4,16,200,0,3.966884,0.252540,0.256009,0.198834,0.203376,0.019567,0.019632
tanh,Single-threaded,4,16,300,0,3.657105,0.376797,0.381992,0.297598,0.304321,0.029501,0.029592
tanh,Single-threaded,4,16,400,0,3.427553,0.499395,0.506357,0.396456,0.405628,0.039457,0.039577
tanh,Single-threaded,4,16,500,0,3.289744,0.625591,0.634348,0.495651,0.507118,0.049286,0.049439
tanh,Single-threaded,4,16,600,0,3.205807,0.749161,0.759655,0.592670,0.606315,0.058872,0.059055
tanh,Single-threaded,4,16,700,0,3.149861,0.873247,0.885440,0.690743,0.706527,0.068799,0.069016
tanh,Single-threaded,4,16,800,0,3.171669,0.998814,1.012796,0.790525,0.808503,0.078135,0.078387
tanh,Single-threaded,4,16,900,0,3.101070,1.122675,1.138413,0.888444,0.908587,0.088065,0.088347
tanh,Single-threaded,4,16,1000,0,3.075774,1.246608,1.264188,0.987274,1.009714,0.098158,0.098469
tanh,Single-threaded,4,32,0,0,4.620639,0.011135,0.011210,0.003896,0.003920,0.002446,0.002457
tanh,Single-threaded,4,32,100,0,4.231187,0.377805,0.379928,0.367136,0.369936,0.043673,0.043745
tanh,Single-threaded,4,32,200,0,3.788600,0.738763,0.742883,0.728192,0.733632,0.085392,0.085511
tanh,Single-threaded,4,32,300,0,3.494194,1.104428,1.110411,1.089980,1.097878,0.127237,0.127401
tanh,Single-threaded,4,32,400,0,3.289436,1.466430,1.474360,1.451125,1.461429,0.168224,0.168429
tanh,Single-threaded,4,32,500,0,3.175749,1.834769,1.844749,1.806194,1.818939,0.207836,0.208080
tanh,Single-threaded,4,32,600,0,3.105213,2.196200,2.208073,2.167713,2.182985,0.249460,0.249751
tanh,Single-threaded,4,32,700,0,3.050414,2.556566,2.570385,2.524427,2.542137,0.291322,0.291661
tanh,Single-threaded,4,32,800,0,3.053129,2.924049,2.939829,2.888310,2.908401,0.334693,0.335089
tanh,Single-threaded,4,32,900,0,2.944898,3.292089,3.309829,3.248731,3.271404,0.375228,0.375691
tanh,Single-threaded,4,32,1000,0,2.901370,3.659442,3.679025,3.607212,3.632338,0.418936,0.419461
